SpecimenID,Family,Order,Genus,Species,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length.cm.,a..cm.,b..cm.,calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes,ga,gh_ratio,gw_ratio,ga_ratio,observer_id
KIF12_420,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,30,HP.HF,6934,54.3,NA,9.41,NA,NA,NA,NA,5.4,4.6,JD,brownish goop,,,,19.50929038,0.099447514,0.084714549,0.006616706,9
KIF12_421,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,30,HP.HF,83,71.6,NA,17.61,NA,NA,NA,NA,6.1,5.3,JD,brownish goop,,,,25.39192262,0.085195531,0.074022346,0.004953014,9
KIF12_431,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,24,LP.MF,82.8,65.3,NA,17.57,NA,NA,NA,NA,6,4.5,AB,greenish brown goop,,,,21.20575041,0.091883614,0.068912711,0.004973101,2
KIF12_433,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,71.4,58.9,NA,12.2,NA,NA,NA,NA,6.3,4.5,AB,greenish brown goop,,broken tail,broken tail,22.26603793,0.106960951,0.076400679,0.006418187,2
KIF12_434,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,83.6,65.7,NA,16.51,NA,NA,NA,NA,6.5,5.4,AB,greenish brown goop,,,,27.56747554,0.098934551,0.082191781,0.006386549,2
KIF12_441,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,38,LP.MF,66.3,55.2,NA,10.38,NA,NA,NA,NA,5,4.4,GAJ,greenish brown goop,,,,17.27875959,0.09057971,0.079710145,0.00567067,6
KIF12_442,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,38,LP.MF,89.2,68.5,NA,19.86,NA,NA,NA,NA,6.7,4.9,GAJ,green goop,,,,25.7846217,0.097810219,0.071532847,0.005495151,6
KIF12_443,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,38,LP.MF,77,60.9,NA,13.81,NA,NA,NA,NA,5.7,4.4,GAJ,brown goop,,,,19.69778594,0.093596059,0.072249589,0.00531108,6
KIF12_444,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,38,LP.MF,78.4,62.5,NA,14.53,NA,NA,NA,NA,5.5,3.8,GAJ,greenish brown goop,,,,16.41482162,0.088,0.0608,0.004202194,6
KIF12_445,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,38,LP.MF,56.7,43.6,NA,5.53,NA,NA,NA,NA,5.4,4.7,GAJ,greenish brown goop,,,,19.93340539,0.123853211,0.107798165,0.010485968,6
KIF12_448,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,2,LP.MF,59.5,42.9,NA,7.94,NA,NA,NA,NA,5.5,3.8,AB,greenish brown goop,,,,16.41482162,0.128205128,0.088578089,0.008919111,2
KIF12_449,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,2,LP.MF,80,65.9,NA,17.12,NA,NA,NA,NA,6,4.8,AB,brown goop,,,,22.61946711,0.091047041,0.072837633,0.005208486,2
KIF12_450,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,2,LP.MF,83.6,66,NA,18.63,NA,NA,NA,NA,5.7,4.9,AB,brown goop,,,,21.9361707,0.086363636,0.074242424,0.005035852,2
PSEOLI001,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,3,LP.MF,98.11,69.27,80.63,9.9,NA,NA,NA,NA,8.3,8.09,rowan.angeleen,NA,NA,NA,NA,52.73713048,0.11982099,0.116789375,0.010990719,25
PSEOLI002,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,3,LP.MF,80.7,62.92,72.79,7.6,NA,NA,NA,NA,8.64,7.8,rowan.angeleen,NA,NA,NA,NA,52.92955303,0.137317228,0.123966942,0.013369673,25
PSEOLI003,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,3,LP.MF,67.24,48.95,57.85,4.1,NA,NA,NA,NA,7.51,6.85,rowan.angeleen,NA,NA,NA,NA,40.40363042,0.153421859,0.139938713,0.01686223,25
PSEOLI004,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,3,LP.MF,86.56,65.98,77.14,9.4,NA,NA,NA,NA,10.08,8.23,rowan.angeleen,NA,NA,NA,NA,65.155375,0.152773568,0.124734768,0.014966685,25
PSEOLI005,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,3,LP.MF,65.3,48.93,56.8,4.2,NA,NA,NA,NA,7.62,7.2,rowan.angeleen,NA,NA,NA,NA,43.09008484,0.155732679,0.147148988,0.017998111,25
PSEOLI006,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,34,HP.LF,87.57,72.24,82.77,11,NA,NA,NA,NA,9.93,8.15,rowan.angeleen,NA,NA,NA,NA,63.56188066,0.137458472,0.112818383,0.012179831,25
PSEOLI007,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,34,HP.LF,65.08,50.71,58.61,4.6,NA,NA,NA,NA,7.7,6.39,rowan.angeleen,NA,NA,NA,NA,38.64394583,0.151843818,0.126010649,0.01502776,25
PSEOLI008,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,34,HP.LF,70.94,53.64,63.36,5.2,NA,NA,NA,NA,8.37,7.39,rowan.angeleen,NA,NA,NA,NA,48.58025362,0.156040268,0.137770321,0.016884268,25
PSEOLI009,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,34,HP.LF,65.43,50.26,56.27,4.4,NA,NA,NA,NA,7.31,5.86,rowan.angeleen,NA,NA,NA,NA,33.64378697,0.145443693,0.116593713,0.013318641,25
PSEOLI010,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,34,HP.LF,33.28,25.7,33.24,0.8,NA,NA,NA,NA,4.9,3.84,rowan.angeleen,NA,NA,NA,NA,14.77805184,0.190661479,0.149416342,0.022374376,25
PSEOLI011,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,2,LP.MF,96.87,74.18,85.36,11.8,NA,NA,NA,NA,8.71,9.46,rowan.angeleen,NA,NA,NA,NA,64.71413831,0.117417094,0.127527635,0.011760493,25
PSEOLI012,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,2,LP.MF,56.72,41.55,49.72,5.35,NA,NA,NA,NA,5.95,2.6,rowan.angeleen,NA,NA,NA,NA,12.15010959,0.143200963,0.062575211,0.00703782,25
PSEOLI013,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,51.49,41.42,47.73,1.8,NA,NA,NA,NA,6.56,5.69,rowan.angeleen,NA,NA,NA,NA,29.31608601,0.158377595,0.13737325,0.017087786,25
PSEOLI014,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,51.76,39.91,45.38,1.6,NA,NA,NA,NA,6.84,5.57,rowan.angeleen,NA,NA,NA,NA,29.92272755,0.171385618,0.139564019,0.018786147,25
PSEOLI015,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,52.65,40.32,47.21,1.8,NA,NA,NA,NA,6.84,6.21,rowan.angeleen,NA,NA,Jaw broken,Jaw broken,33.36088655,0.169642857,0.154017857,0.020520906,25
PSEOLI017,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,52.22,42.38,47.88,1.7,NA,NA,NA,NA,7.17,4.8,rowan.angeleen,NA,NA,NA,NA,27.03026319,0.169183577,0.113260972,0.015049718,25
PSEOLI018,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,48.06,37.07,42.43,1.3,NA,NA,NA,NA,5.78,4.63,rowan.angeleen,NA,NA,NA,NA,21.01835441,0.15592123,0.12489884,0.015295143,25
PSEOLI019,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,36.18,29.5,31.54,0.5,NA,NA,NA,NA,4.25,3.57,rowan.angeleen,NA,NA,NA,NA,11.91645363,0.144067797,0.121016949,0.013693138,25
PSEOLI020,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,52.56,40.68,46.85,1.8,NA,NA,NA,NA,7.46,5.32,rowan.angeleen,NA,NA,NA,NA,31.17025399,0.183382498,0.130776794,0.018835556,25
PSEOLI021,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,31.62,26.33,28.39,0.6,NA,NA,NA,NA,4.72,3.82,rowan.angeleen,NA,NA,NA,NA,14.16104305,0.179263198,0.145081656,0.02042648,25
PSEOLI022,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,33.33,26.87,30.05,0.6,NA,NA,NA,NA,4.86,3.58,rowan.angeleen,NA,NA,NA,NA,13.66498557,0.18087086,0.13323409,0.018926654,25
PSEOLI023,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,31.64,25.93,NA,0.4,NA,NA,NA,NA,4.26,3.37,rowan.angeleen,NA,NA,NA,NA,11.27533311,0.164288469,0.129965291,0.016769663,25
PSEOLI024,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,31,HP.HF,36.29,29.13,32.82,0.6,NA,NA,NA,NA,4.71,4.1,rowan.angeleen,NA,NA,NA,NA,15.16682393,0.16168898,0.140748369,0.017873668,25
PSEOLI025,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,32,HP.HF,49.68,39.8,44.9,1.5,NA,NA,NA,NA,7.16,4.8,rowan.angeleen,NA,NA,NA,NA,26.99256408,0.179899497,0.120603015,0.01704033,25
KIF11_302,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,11,LP.LF,98.9,78,87.4,11,NA,NA,NA,NA,11.2,8.1,,small crustaceans <1mm,,stom not retained,stom not retained,71.25132138,0.143589744,0.103846154,0.011711263,1
KIF11_303,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,11,LP.LF,106.5,77,88,11.4,NA,NA,NA,NA,11.9,7.3,,small crustaceans <1mm,,,,68.22753845,0.154545455,0.094805195,0.011507428,1
KIF11_304,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,11,LP.LF,117.1,79,95.3,14.9,NA,NA,NA,NA,12.3,8.4,,small crustaceans <1mm,,,,81.14733824,0.155696203,0.106329114,0.013002297,1
KIF11_305,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,11,LP.LF,104.9,77.8,88.9,11.9,NA,NA,NA,NA,12.1,7.3,,small crustaceans <1mm,,tail fin broken,tail fin broken,69.37421977,0.155526992,0.093830334,0.011461433,1
KIF11_306,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,11,LP.LF,106.5,72.2,84.8,11.7,NA,NA,NA,NA,9.2,6.4,,,,,,46.24424386,0.127423823,0.088642659,0.008871219,1
KIF11_350,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,92,68.9,78.7,8.5,NA,NA,NA,NA,9.8,8.2,KP,small crustaceans <1mm,,,,63.11459641,0.142235123,0.119013062,0.013295093,10
KIF11_351,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,89.4,63.5,75.4,7.2,NA,NA,NA,NA,9.5,8.3,KP,small crustaceans <1mm,,,,61.92864518,0.149606299,0.130708661,0.015358335,10
KIF11_352,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,NA,65.3,NA,7.4,NA,NA,NA,NA,9.1,7.6,KP,small crustaceans <1mm,,tail broken,tail broken,54.31813698,0.139356815,0.116385911,0.012738506,10
KIF11_353,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,88.7,65.7,76,7,NA,NA,NA,NA,9.9,7.8,KP,small crustaceans <1mm,,both otoliths broken,both otoliths broken,60.64844618,0.150684932,0.118721461,0.014050408,10
KIF11_354,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,80.4,60.6,70.3,5.3,NA,NA,NA,NA,9,7.8,KP,small crustaceans <1mm,,,,55.13495107,0.148514851,0.128712871,0.015013493,10
KIF11_355,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,74.7,57.4,66.4,4.7,NA,NA,NA,NA,9.6,6.4,KP,small crustaceans <1mm,,,,48.25486316,0.167247387,0.111498258,0.014645942,10
KIF11_356,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,83.6,69.9,71.6,6.4,NA,NA,NA,NA,9.8,7.3,KP,small crustaceans <1mm,,otolith in stomach?,otolith in stomach?,56.18738461,0.140200286,0.104434907,0.011499646,10
KIF11_357,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,85.5,62.8,73,6.8,NA,NA,NA,NA,9.9,7.2,KP,small crustaceans <1mm,,,,55.98318109,0.157643312,0.114649682,0.014195094,10
KIF11_358,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,73.2,55.5,63.7,4.6,NA,NA,NA,NA,8.9,7.3,KP,small crustaceans <1mm,,,,51.02731868,0.16036036,0.131531532,0.016565967,10
KIF11_359,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,71.1,53.6,62.7,4.3,NA,NA,NA,NA,8.9,7.4,KP,small crustaceans <1mm,,,,51.72632304,0.166044776,0.138059701,0.01800454,10
KIF11_360,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,NA,54.7,64.9,4.6,NA,NA,NA,NA,8.3,6.8,KP,small crustaceans <1mm,,tail broken,tail broken,44.32787234,0.151736746,0.124314442,0.01481502,10
KIF11_361,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,70.3,53.1,60,4,NA,NA,NA,NA,8.4,6.3,KP,small crustaceans <1mm,,,,41.56327081,0.15819209,0.118644068,0.014740787,10
KIF11_362,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,7,HP.LF,NA,54.4,62.2,4.5,NA,NA,NA,NA,7.9,6,KP,small crustaceans <1mm,,tail broken,tail broken,37.22787295,0.145220588,0.110294118,0.012579704,10
KIF11_488,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,80.8,59.3,71.1,5.3,NA,NA,NA,NA,9.1,7,AO/KP,small crustaceans <1mm,,both otoliths broken,both otoliths broken,50.02986301,0.153456998,0.118043845,0.014227216,5
KIF11_489,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,73.5,56.2,65.1,4.4,NA,NA,NA,NA,8.4,7.3,AO/KP,small crustaceans <1mm,,,,48.16061538,0.149466192,0.129893238,0.015248229,5
KIF11_490,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,NA,51.6,NA,3.7,NA,NA,NA,NA,9.4,8.1,AO/KP,small crustaceans <1mm,,tail broken,tail broken,59.80021616,0.182170543,0.156976744,0.022459669,5
KIF11_491,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,NA,58.3,67.8,5,NA,NA,NA,NA,9.2,5.9,AO/KP,small crustaceans <1mm,,part of tail broken,part of tail broken,42.63141231,0.15780446,0.101200686,0.012542746,5
KIF11_492,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,NA,55.6,NA,4.6,NA,NA,NA,NA,9.7,5.5,AO/KP,small crustaceans <1mm,,tail broken,tail broken,41.90099202,0.174460432,0.098920863,0.013554226,5
KIF11_493,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,69.2,51,64,3.3,NA,NA,NA,NA,8.3,6.4,AO/KP,small crustaceans <1mm,,,,41.72035044,0.162745098,0.125490196,0.016040119,5
KIF11_494,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,30,HP.HF,69.7,53.3,61,3.7,NA,NA,NA,NA,9,7.4,AO/KP,small crustaceans <1mm,,,,52.30751768,0.168855535,0.138836773,0.01841237,5
KIF11_500,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,84.5,61.6,72.5,5.5,NA,NA,NA,NA,9.6,7.2,KP,small crustaceans <1mm,,,,54.28672105,0.155844156,0.116883117,0.01430646,10
KIF11_501,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,79.3,58.9,62.3,5.7,NA,NA,NA,NA,9.5,6.5,KP,small crustaceans <1mm,,,,48.49833659,0.161290323,0.110356537,0.013979649,10
KIF11_502,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,80.9,62.9,71.4,5.7,NA,NA,NA,NA,9.4,8.1,KP,small crustaceans <1mm,,,,59.80021616,0.149443561,0.128775835,0.015114767,10
KIF11_503,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,NA,58,66.8,4.6,NA,NA,NA,NA,9,7.5,KP,small crustaceans <1mm,,tail broken,tail broken,53.01437603,0.155172414,0.129310345,0.015759327,10
KIF11_504,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,NA,57.2,67,4.3,NA,NA,NA,NA,9.2,7.5,KP,small crustaceans <1mm,,tail broken,tail broken,54.19247327,0.160839161,0.131118881,0.016563302,10
KIF11_505,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,85,62.6,73.2,6.2,NA,NA,NA,NA,10.5,7.6,KP,"small crustaceans <1mm, small fish eggs?",,,,62.67477344,0.167731629,0.121405751,0.015993522,10
KIF11_506,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,NA,58.1,NA,5.2,NA,NA,NA,NA,9.4,7.1,KP,burst in cavity,,"tail broken, 1 oto broken","tail broken, 1 oto broken",52.41747343,0.161790017,0.122203098,0.015528297,10
KIF11_507,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,68.8,52,60.8,3.9,NA,NA,NA,NA,8.5,7.1,KP,small crustaceans <1mm,,1 oto broken,1 oto broken,47.39877916,0.163461538,0.136538462,0.017529134,10
KIF11_508,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,NA,55,NA,4.3,NA,NA,NA,NA,9.4,7.8,KP,small crustaceans <1mm,,"tail broken, 1 oto broken","tail broken, 1 oto broken",57.58539334,0.170909091,0.141818182,0.019036494,10
KIF11_509,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,25,LP.MF,59,46.8,52.8,2.4,NA,NA,NA,NA,7.1,5.3,KP,small crustaceans <1mm,,,,29.55453289,0.151709402,0.113247863,0.013493742,10
KIF11_548,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,62.8,49.9,59.4,3.8,NA,NA,NA,NA,8.5,7.6,KP,small crustaceans <1mm,,*,*,50.73672136,0.170340681,0.152304609,0.020376111,10
KIF11_549,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,70.9,51,58.7,3.9,NA,NA,NA,NA,8.2,7,KP,small crustaceans <1mm,,*,*,45.08185458,0.160784314,0.137254902,0.017332508,10
KIF11_550,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,57.4,44.6,51,2.6,NA,NA,NA,NA,7.4,6.1,KP,small crustaceans <1mm,,*,*,35.4528731,0.165919283,0.1367713,0.017823037,10
KIF11_551,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,58.7,44.8,52.3,2.6,NA,NA,NA,NA,6.7,5.6,KP,small crustaceans <1mm,,*,*,29.46813909,0.149553571,0.125,0.014682388,10
KIF11_554,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,46.8,32.6,41.4,1.3,NA,NA,NA,NA,5.9,5.3,RT/Adrian?,crustacean remains,,"*, whole","*, whole",24.55940057,0.180981595,0.162576687,0.023109075,17
KIF11_556,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,31.8,26.4,28.4,0.4,NA,NA,NA,NA,5.2,4.5,RT/Adrian?,crustacean remains,,"*, whole","*, whole",18.37831702,0.196969697,0.170454545,0.026369257,17
KIF11_566,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,79.1,62.5,72.6,7.6,NA,NA,NA,NA,9.2,8.1,AO/Adrian,small crustaceans <1mm,,,,58.52787114,0.1472,0.1296,0.014983135,4
KIF11_567,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,79,62.3,72.1,8.6,NA,NA,NA,NA,7.6,6.1,AO/Adrian,small crustaceans <1mm,,,,36.41105886,0.121990369,0.097913323,0.009381175,4
KIF11_568,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,61.2,49.4,57.1,3.7,NA,NA,NA,NA,5.3,4.1,AO/Adrian,small crustaceans <1mm,,,,17.06670209,0.107287449,0.082995951,0.006993518,4
KIF11_569,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,80.5,61.9,72.2,6.6,NA,NA,NA,NA,6.2,4.7,AO/Adrian,small crustaceans <1mm,,,,22.88650248,0.100161551,0.075928918,0.005973077,4
KIF11_570,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,75.6,61.5,68.7,6.8,NA,NA,NA,NA,6.3,4.2,AO/Adrian,small crustaceans <1mm,,,,20.7816354,0.102439024,0.068292683,0.005494517,4
KIF11_579,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,8,HP.LF,75.2,58.8,67,5.2,NA,NA,NA,NA,8.3,6.1,KP,small crustaceans <1mm,,,,39.76470901,0.141156463,0.103741497,0.0115012,10
KIF11_593,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,40,HP.MF,40.4,33.7,38.6,1.1,NA,NA,NA,NA,4.3,2.9,RT/Adrian,,,,,9.793915098,0.127596439,0.086053412,0.008623757,16
KIF11_639,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,NA,46,NA,3.7,NA,NA,NA,NA,6.4,6,RT/AO,whole stomach retained,,tail broken,tail broken,30.15928947,0.139130435,0.130434783,0.014252972,15
KIF11_640,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,NA,46.2,NA,3.6,NA,NA,NA,NA,6.1,4.3,RT/AO,whole stomach retained,,tail broken,tail broken,20.60099383,0.132034632,0.093073593,0.009651709,15
KIF11_641,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,63.6,46.7,54.8,3.7,NA,NA,NA,NA,6.4,5,RT/AO,whole stomach retained,,,,25.13274123,0.137044968,0.107066381,0.011524076,15
KIF11_642,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,NA,43.5,50.2,3.1,NA,NA,NA,NA,6.5,4,RT/AO,whole stomach retained,,tail broken,tail broken,20.42035225,0.149425287,0.091954023,0.010791572,15
KIF11_643,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,NA,45.8,51.9,3.9,NA,NA,NA,NA,7.5,5.2,RT/AO,whole stomach retained,,tail broken,tail broken,30.63052837,0.163755459,0.113537118,0.014602376,15
KIF11_644,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,NA,33.4,NA,1.3,NA,NA,NA,NA,4.3,4.2,RT/AO,whole stomach retained,,tail broken,tail broken,14.18429083,0.128742515,0.125748503,0.012714951,15
KIF11_645,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,43.1,33.2,38.3,1.2,NA,NA,NA,NA,4.6,3.4,RT/AO,whole stomach retained,,,,12.28362728,0.138554217,0.102409639,0.01114424,15
KIF11_646,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,10,LP.LF,48,36.2,42,1.7,NA,NA,NA,NA,4,3.3,RT/AO,whole stomach retained,,,,10.36725576,0.110497238,0.091160221,0.007911278,15
KIF11_1064,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,27,HP.HF,NA,44.8,53,3.2,NA,NA,NA,NA,6.9,4.9,AO/KP,whole stomach retained,,tail broken,tail broken,26.5543119,0.154017857,0.109375,0.013230584,5
KIF11_1065,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,27,HP.HF,NA,56.6,65.9,6.1,NA,NA,NA,NA,7.4,4.6,AO/KP,whole stomach retained,,tail broken,tail broken,26.73495348,0.130742049,0.081272085,0.008345389,5
KIF11_1069,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,27,HP.HF,50.5,37.4,44.4,1.9,NA,NA,NA,NA,4.4,3.5,AO/KP,whole stomach retained,,,,12.09513172,0.117647059,0.093582888,0.008647039,5
KIF11_1070,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,27,HP.HF,NA,37.9,46.2,1.9,NA,NA,NA,NA,5,4.8,AO/KP,whole stomach retained,,tail broken,tail broken,18.84955592,0.131926121,0.126649077,0.013122685,5
KIF11_1074,Serranidae,Perciformes,Pseudanthias,olivaceus,PS.OLIV,ZP,16,LP.LF,NA,37.8,43.4,1.7,NA,NA,NA,NA,5,3.4,AO/KP,whole stomach retained,,tail broken,tail broken,13.35176878,0.132275132,0.08994709,0.009344481,5
KIF11_348,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,108.2,88.3,97.7,26.1,NA,NA,NA,NA,21,18.3,KP,pincers,,CHECK WITH KELSEA WHY THIS WASN'T ID'D; tail broken/shot through brain,CHECK WITH KELSEA WHY THIS WASN'T ID'D; tail broken/shot through brain,301.8285142,0.237825595,0.207248018,0.038711398,10
KIF11_349,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,97.8,82,97.8,18.1,NA,NA,NA,NA,18.9,9.4,KP,something silvery,,,,139.5338377,0.230487805,0.114634146,0.020751612,10
KIF11_371,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,107.5,88.4,107.5,24.1,NA,NA,NA,NA,18.5,14.8,KP,empty,,,,215.0420171,0.209276018,0.167420814,0.027518122,10
KIF11_372,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,100.5,83.2,100.5,24.1,NA,NA,NA,NA,17.6,15.8,KP,crab >5mm,,,,218.4035213,0.211538462,0.189903846,0.031550989,10
